farmer_id,contracted_merchant_id,contracted_quantity_kg,contracted_price_per_kg,delivered_to_contractor_kg,delivered_to_others_kg,delivery_ratio,distance_to_contractor_km,distance_to_alternative_km,alternative_price_premium,farmer_debt_level_usd,contractor_support_score,harvest_season,is_side_buying
F01026,M114,2531.41,4.27,2087.82,259.29,0.825,3.1,1.0,0.0,390.5,75.1,late,0
F01027,M097,3012.01,3.99,2326.4,409.96,0.772,5.5,2.0,0.0,283.09,33.3,late,0
F01028,M086,2839.37,3.78,1157.17,1534.7,0.408,7.4,11.2,0.236,155.2,85.0,late,1
F01029,M018,1462.22,4.22,1371.45,293.84,0.938,10.4,11.6,0.0,190.05,83.5,late,0
F01030,M081,2924.13,3.12,1996.67,673.53,0.683,101.1,8.6,0.245,305.71,50.2,mid,1
F01031,M099,2060.55,4.7,1890.02,0.0,0.917,26.3,14.1,0.0,157.71,74.5,mid,0
F01032,M041,2381.44,3.09,2084.28,310.74,0.875,3.8,40.6,0.0,30.15,37.8,early,0
F01033,M040,2991.23,3.09,2493.81,1163.7,0.834,1.0,14.3,0.09,521.17,69.9,mid,1
F01034,M118,2009.71,4.66,2009.71,258.94,1.0,15.1,14.0,0.0,710.6,100.0,early,0
F01035,M107,1989.94,3.31,1989.94,83.17,1.0,6.1,17.5,0.0,475.84,77.0,late,0
F01036,M181,1740.59,3.47,1740.59,141.16,1.0,1.0,32.9,0.0,156.86,98.3,late,0
F01037,M061,2710.32,3.35,546.01,1105.91,0.201,19.3,18.3,0.306,12.53,100.0,late,1
F01038,M172,2577.78,4.59,2314.26,186.13,0.898,11.6,32.7,0.0,293.74,77.5,early,0
F01039,M054,3660.19,2.86,3509.12,174.07,0.959,13.0,9.4,0.0,314.93,85.8,mid,0
F01040,M191,1135.8,3.77,699.54,184.5,0.616,1.7,4.9,0.157,282.39,99.7,mid,1
F01041,M063,1339.12,2.43,990.15,600.98,0.739,25.5,1.9,0.223,1253.04,45.2,early,1
F01042,M139,500.0,4.84,500.0,43.54,1.0,4.5,117.5,0.0,372.04,77.9,early,0
F01043,M108,649.97,1.63,380.45,377.3,0.585,11.0,1.0,0.367,123.64,66.0,early,1
F01044,M112,1628.86,3.5,767.87,398.1,0.471,119.0,22.3,0.214,18.57,60.5,late,1
F01045,M073,1923.67,3.64,1903.43,136.78,0.989,11.6,30.7,0.0,334.7,73.6,late,0
F01046,M061,1599.11,3.59,1482.95,192.11,0.927,30.8,1.1,0.0,884.64,90.9,mid,0
F01047,M130,1622.54,3.36,1412.33,203.06,0.87,15.7,12.4,0.0,158.88,100.0,mid,0
F01048,M061,2336.48,3.22,1791.73,133.39,0.767,40.9,4.8,0.0,317.69,59.4,late,0
F01049,M196,2052.8,5.56,1792.17,282.77,0.873,10.4,3.1,0.0,108.98,73.6,late,0
F01050,M028,1560.44,3.68,1142.76,697.66,0.732,28.1,35.0,0.054,426.53,69.4,mid,1
F01051,M118,500.0,3.56,500.0,31.39,1.0,1.1,6.1,0.0,625.74,98.3,mid,0
F01052,M017,1372.3,3.38,637.86,678.66,0.465,24.2,47.3,0.232,959.2,100.0,late,1
F01053,M007,1759.17,3.39,1557.44,0.0,0.885,20.2,34.8,0.0,711.38,72.0,late,0
F01054,M194,777.78,2.55,757.4,95.29,0.974,20.3,4.7,0.0,246.94,72.4,late,0
F01055,M148,2987.29,4.01,1013.19,1215.91,0.339,40.9,3.3,0.21,36.97,100.0,early,1
F01056,M045,1461.09,4.13,1436.52,58.66,0.983,47.8,27.7,0.0,30.63,68.4,early,0
F01057,M071,2011.5,3.2,1339.92,719.3,0.666,16.5,4.4,0.102,345.32,74.2,mid,1
F01058,M049,1900.94,3.74,1820.42,263.14,0.958,30.3,2.5,0.0,177.97,59.9,late,0
F01059,M191,2193.81,2.34,2193.81,160.13,1.0,26.7,18.5,0.0,103.11,86.6,late,0
F01060,M178,1762.65,4.42,1669.68,200.28,0.947,7.1,2.5,0.0,361.56,91.3,late,0
F01061,M056,2761.65,2.29,2372.81,433.61,0.859,38.6,6.9,0.0,821.32,21.2,early,0
F01062,M167,871.42,3.59,868.67,0.0,0.997,29.7,5.6,0.0,1706.97,80.5,mid,0
F01063,M098,3366.73,2.58,3121.89,0.0,0.927,14.1,5.0,0.0,676.71,49.7,late,0
F01064,M033,1821.59,3.09,829.84,755.29,0.456,15.9,52.6,0.321,655.21,63.9,mid,1
F01065,M030,2536.18,3.17,2345.15,69.14,0.925,14.5,25.2,0.0,2005.46,58.9,late,0
F01066,M061,712.37,3.24,712.37,0.0,1.0,28.3,28.3,0.0,156.2,40.5,late,0
F01067,M096,2631.31,4.37,1993.57,0.0,0.758,2.3,13.8,0.0,1056.91,81.8,mid,0
F01068,M185,2819.37,3.44,2524.89,254.9,0.896,20.0,4.0,0.0,364.04,90.8,mid,0
F01069,M116,2053.1,4.79,1998.72,202.51,0.974,46.7,5.3,0.0,761.76,63.9,late,0
F01070,M012,843.17,3.07,459.93,177.44,0.545,32.3,10.6,0.252,7.29,100.0,mid,1
F01071,M156,3587.3,4.19,3587.3,410.11,1.0,2.8,18.8,0.0,1066.9,66.2,late,0
F01072,M059,2865.6,2.7,2558.57,120.9,0.893,24.5,1.0,0.0,532.4,57.5,mid,0
F01073,M145,2118.26,2.67,1726.97,75.89,0.815,17.0,22.2,0.0,136.23,65.0,early,0
F01074,M030,2631.94,3.47,2611.55,79.45,0.992,18.7,6.8,0.0,252.26,86.9,mid,0
F01075,M034,2077.06,4.01,2077.06,0.0,1.0,23.6,2.2,0.0,1150.72,100.0,early,0
F01076,M056,1381.19,2.48,925.3,652.38,0.67,40.3,14.6,0.241,621.64,58.4,mid,1
F01077,M179,2616.39,2.84,1356.97,1092.55,0.519,5.9,2.3,0.279,6.43,42.9,late,1
F01078,M038,2553.61,2.77,2447.56,133.63,0.958,67.5,18.0,0.0,690.35,79.6,mid,0
F01079,M024,2021.86,4.12,2021.86,180.03,1.0,35.2,16.4,0.0,70.01,63.3,early,0
F01080,M092,3057.56,3.76,2565.13,259.29,0.839,10.9,44.3,0.0,282.01,77.1,late,0
F01081,M036,1846.73,4.23,1592.54,214.95,0.862,12.8,32.4,0.0,791.07,100.0,late,0
F01082,M101,500.0,3.93,268.11,251.19,0.536,1.9,2.7,0.217,328.82,98.7,early,1
F01083,M178,2501.92,2.81,2281.95,0.0,0.912,28.5,6.9,0.0,473.6,66.3,mid,0
F01084,M134,3152.85,3.99,1803.53,2111.18,0.572,91.6,50.7,0.217,398.2,55.1,mid,1
F01085,M054,3187.88,4.51,3187.88,76.7,1.0,29.7,1.6,0.0,755.78,94.0,mid,0
F01086,M065,1352.28,3.51,1350.69,145.01,0.999,30.4,4.8,0.0,91.88,100.0,mid,0
F01087,M043,2417.27,3.39,2215.63,404.29,0.917,30.5,2.0,0.0,732.08,100.0,early,0
F01088,M143,2971.63,4.66,2971.63,468.57,1.0,7.9,5.0,0.0,533.68,93.8,late,0
F01089,M050,1042.8,3.31,404.97,342.9,0.388,17.2,21.3,0.387,0.98,52.4,early,1
F01090,M055,2410.66,3.57,2192.2,172.1,0.909,70.4,1.0,0.0,357.28,80.5,mid,0
F01091,M096,2828.49,3.46,1813.55,1136.54,0.641,17.8,27.1,0.131,468.21,65.2,early,1
F01092,M149,1175.72,3.78,988.8,26.47,0.841,1.1,9.0,0.0,1118.73,95.5,early,0
F01093,M141,2692.3,5.13,918.7,660.83,0.341,15.5,1.8,0.395,199.72,22.9,mid,1
F01094,M005,1502.93,3.43,462.4,676.78,0.308,56.6,6.6,0.062,187.98,55.8,early,1
F01095,M075,1278.81,5.55,652.74,826.78,0.51,42.3,7.6,0.247,907.54,92.2,mid,1
F01096,M124,2136.47,3.5,1679.42,891.63,0.786,8.5,10.8,0.046,1222.18,79.2,early,1
F01097,M178,2587.61,4.28,2587.61,601.42,1.0,18.1,12.8,0.0,113.23,80.6,mid,0
F01098,M139,2320.61,2.28,2320.61,0.0,1.0,21.0,37.0,0.0,970.2,97.7,mid,0
F01099,M107,1872.85,3.54,1583.4,128.1,0.845,16.8,22.0,0.0,469.02,80.4,late,0
F01100,M008,1285.33,4.8,1285.33,0.0,1.0,17.4,17.1,0.0,13.06,81.0,mid,0
F01101,M133,3167.15,3.75,2723.85,173.65,0.86,37.4,18.9,0.0,153.27,100.0,late,0
F01102,M138,3266.01,2.31,772.72,475.14,0.237,70.5,1.0,0.105,1949.58,96.3,mid,1
F01103,M060,1874.08,3.42,1830.92,259.96,0.977,67.0,1.0,0.0,3718.13,73.9,late,0
F01104,M130,2205.89,3.34,2205.89,81.58,1.0,65.8,17.1,0.0,1450.63,65.0,mid,0
F01105,M045,1687.59,3.89,740.96,397.15,0.439,18.8,5.9,0.169,193.23,66.8,late,1
F01106,M181,1900.79,3.62,1517.58,707.3,0.798,46.5,9.7,0.238,517.88,86.5,mid,1
F01107,M148,2444.9,3.63,1646.16,956.68,0.673,12.3,4.4,0.372,44.96,76.8,early,1
F01108,M086,500.0,3.44,387.18,35.75,0.774,55.6,5.6,0.0,1158.37,80.7,early,0
F01109,M192,2595.8,2.38,2553.59,352.9,0.984,3.2,27.2,0.0,1191.11,81.3,early,0
F01110,M187,2234.39,3.84,1524.57,535.39,0.682,65.4,9.3,0.224,8.49,44.1,early,1
F01111,M081,4119.81,2.65,1820.65,2109.72,0.442,12.9,2.4,0.032,439.58,93.6,early,1
F01112,M190,1920.58,3.25,1920.58,100.26,1.0,5.1,7.6,0.0,70.83,93.1,late,0
F01113,M141,500.0,2.77,319.54,276.35,0.639,5.4,32.4,0.157,1797.81,83.9,late,1
F01114,M062,2583.5,3.97,824.62,1186.51,0.319,2.7,35.3,0.198,427.11,44.3,mid,1
F01115,M102,1138.93,4.18,1131.18,0.0,0.993,42.7,8.3,0.0,222.98,40.0,late,0
F01116,M012,2199.11,2.29,2199.11,327.96,1.0,24.8,89.5,0.0,422.83,30.8,late,0
F01117,M075,2857.75,3.53,1516.73,1714.44,0.531,9.2,9.8,0.316,466.46,100.0,early,1
F01118,M047,3331.92,3.54,3023.4,0.0,0.907,16.2,1.0,0.0,133.12,100.0,late,0
F01119,M085,1506.03,3.64,1506.03,0.0,1.0,38.5,6.2,0.0,1430.39,79.6,mid,0
F01120,M199,1624.41,3.53,1554.12,103.03,0.957,39.9,10.0,0.0,149.66,74.7,late,0
F01121,M150,1507.03,3.16,887.83,501.08,0.589,8.6,18.1,0.136,459.0,76.5,mid,1
F01122,M037,1490.15,3.31,788.48,735.58,0.529,17.8,11.8,0.124,412.5,87.6,early,1
F01123,M093,1687.6,3.85,1687.6,0.0,1.0,102.9,8.1,0.0,239.57,73.3,early,0
F01124,M066,1686.44,3.2,1489.88,2.51,0.883,14.8,4.4,0.0,392.78,76.2,late,0
F01125,M176,3015.24,3.68,2682.07,73.15,0.89,17.5,55.3,0.0,114.13,90.8,late,0
F01126,M031,3267.88,4.29,3267.88,347.57,1.0,37.6,12.1,0.0,543.8,77.1,early,0
F01127,M083,2371.12,4.57,2371.12,188.79,1.0,31.1,1.0,0.0,607.62,81.1,mid,0
F01128,M196,2013.12,4.41,1354.91,833.6,0.673,5.3,15.5,0.066,218.09,62.9,late,1
F01129,M159,2641.86,3.28,2178.78,0.0,0.825,3.1,27.6,0.0,1543.29,91.8,early,0
F01130,M118,3343.25,2.28,2742.46,148.0,0.82,13.4,4.6,0.0,704.41,87.8,late,0
F01131,M175,2342.06,4.17,2145.38,92.61,0.916,25.2,3.2,0.0,244.59,76.5,late,0
F01132,M126,3234.03,2.45,2749.91,219.53,0.85,1.0,3.5,0.0,467.35,57.3,early,0
F01133,M189,1836.31,3.43,1836.31,75.89,1.0,105.2,12.3,0.0,431.45,66.7,late,0
F01134,M044,1902.56,3.12,1900.04,143.33,0.999,17.1,7.0,0.0,203.21,66.6,mid,0
F01135,M108,2229.93,3.07,2090.78,12.26,0.938,6.3,6.0,0.0,239.16,59.2,late,0
F01136,M108,1523.75,3.56,1351.46,16.17,0.887,51.1,16.1,0.0,1322.15,73.6,mid,0
F01137,M079,2427.69,3.31,2342.35,141.11,0.965,2.6,3.4,0.0,63.1,76.2,early,0
F01138,M065,1146.08,3.88,1146.08,31.49,1.0,44.7,20.6,0.0,89.94,100.0,early,0
F01139,M030,887.57,3.63,790.43,65.34,0.891,1.0,1.0,0.0,122.72,82.4,late,0
F01140,M042,1915.09,2.26,1915.09,140.74,1.0,26.1,5.9,0.0,104.98,77.7,mid,0
F01141,M183,2960.44,3.58,1192.06,1915.52,0.403,2.7,1.0,0.195,532.35,61.4,late,1
F01142,M086,1195.48,3.26,1161.21,44.47,0.971,1.8,2.4,0.0,82.84,77.2,mid,0
F01143,M180,2510.28,3.41,2280.16,108.61,0.908,62.5,18.1,0.0,300.15,44.5,late,0
F01144,M042,1969.14,4.9,1969.14,43.64,1.0,13.5,11.8,0.0,1062.67,96.3,early,0
F01145,M187,1077.54,3.7,1064.62,0.0,0.988,5.5,20.9,0.0,138.09,85.0,early,0
F01146,M117,2040.16,3.87,2034.07,148.21,0.997,9.0,11.2,0.0,69.65,91.7,early,0
F01147,M167,2830.66,3.74,2363.29,583.53,0.835,21.9,14.3,0.0,617.51,54.3,late,0
F01148,M021,2626.17,3.77,2391.45,1137.71,0.911,1.5,19.6,0.203,668.59,78.1,early,1
F01149,M136,2650.38,2.96,2495.45,82.8,0.942,7.3,20.7,0.0,1111.82,89.9,late,0
F01150,M130,500.0,4.49,500.0,12.87,1.0,22.3,35.3,0.0,897.48,70.9,mid,0
F01151,M017,2646.77,3.53,2646.77,0.0,1.0,26.7,1.0,0.0,356.04,68.7,late,0
F01152,M157,2032.24,2.98,1773.89,1280.29,0.873,79.7,18.0,0.178,221.4,62.4,mid,1
F01153,M044,2164.47,4.4,2164.47,134.34,1.0,46.3,6.4,0.0,360.86,57.4,late,0
F01154,M143,1779.25,3.35,909.69,580.24,0.511,10.0,5.5,0.333,1057.88,44.4,mid,1
F01155,M103,1899.29,4.29,1369.62,617.93,0.721,11.9,4.0,0.157,97.2,100.0,early,1
F01156,M177,1997.9,4.01,1997.9,118.78,1.0,8.7,5.6,0.0,104.02,78.5,mid,0
F01157,M193,1988.89,3.72,1787.41,0.0,0.899,1.7,29.2,0.0,116.39,65.4,early,0
F01158,M185,2845.2,2.59,1407.87,748.08,0.495,8.7,1.6,0.188,112.35,84.5,early,1
F01159,M159,2723.39,3.3,2455.91,200.97,0.902,5.0,25.2,0.0,512.73,82.5,late,0
F01160,M071,1039.01,2.53,515.15,269.06,0.496,31.7,4.0,0.133,50.88,90.4,early,1
F01161,M161,1773.32,2.32,1661.22,59.52,0.937,58.0,32.7,0.0,470.87,55.7,late,0
F01162,M131,1931.95,4.13,1514.69,754.68,0.784,30.1,18.8,0.201,179.86,69.8,early,1
F01163,M194,2666.16,3.36,2561.62,0.0,0.961,5.8,4.6,0.0,1170.79,96.1,mid,0
F01164,M123,1546.44,4.71,1546.44,115.79,1.0,1.0,11.4,0.0,1006.94,98.9,mid,0
F01165,M182,1040.97,3.75,1040.97,44.01,1.0,7.6,4.7,0.0,97.97,85.1,mid,0
F01166,M140,2763.55,3.09,1795.0,684.11,0.65,74.9,4.1,0.277,439.77,65.4,late,1
F01167,M168,2121.76,3.22,1708.43,84.35,0.805,32.5,7.6,0.0,500.93,60.8,late,0
F01168,M091,2247.27,3.38,1989.86,14.46,0.885,11.5,4.0,0.0,238.19,81.2,early,0
F01169,M140,3694.64,3.01,3646.35,253.64,0.987,4.2,11.6,0.0,1064.07,64.3,early,0
F01170,M158,968.04,3.95,596.61,157.05,0.616,1.3,31.9,0.116,428.67,84.5,late,1
F01171,M115,1162.53,3.87,855.95,500.5,0.736,5.0,4.7,0.272,228.29,70.5,late,1
F01172,M026,2225.86,3.78,2142.21,286.13,0.962,25.1,38.2,0.0,758.63,73.3,early,0
F01173,M134,3606.61,3.09,3477.67,0.0,0.964,15.2,16.3,0.0,361.2,75.3,mid,0
F01174,M167,2521.08,4.05,1552.57,1794.86,0.616,17.9,6.0,0.307,860.71,98.5,late,1
F01175,M144,2555.06,4.23,2168.08,202.83,0.849,21.8,42.1,0.0,111.64,100.0,late,0
F01176,M046,3456.88,5.29,1875.97,1709.71,0.543,8.6,48.3,0.207,74.76,89.0,early,1
F01177,M115,2243.88,3.16,2222.31,362.63,0.99,21.5,4.6,0.0,265.3,93.9,early,0
F01178,M182,2136.06,4.04,1870.58,73.1,0.876,55.4,1.0,0.0,795.47,88.6,early,0
F01179,M132,1610.05,4.76,1013.25,528.46,0.629,90.8,24.5,0.32,438.26,100.0,late,1
F01180,M184,2405.69,3.39,2405.69,82.83,1.0,1.0,14.4,0.0,604.45,100.0,mid,0
F01181,M139,1297.47,2.21,246.12,692.13,0.19,46.3,12.9,-0.041,700.46,61.7,mid,1
F01182,M095,2290.93,3.57,2290.93,138.56,1.0,7.2,2.3,0.0,142.59,92.0,late,0
F01183,M160,1663.64,4.69,1380.22,48.75,0.83,38.5,7.1,0.0,1641.14,40.5,mid,0
F01184,M016,1925.3,3.95,1925.3,32.39,1.0,15.4,12.5,0.0,88.88,100.0,mid,0
F01185,M075,3604.35,2.76,2898.97,192.83,0.804,1.0,20.5,0.0,177.34,63.1,mid,0
F01186,M023,2590.0,3.86,1033.93,1186.63,0.399,5.5,1.1,0.264,547.39,87.8,mid,1
F01187,M059,3248.98,3.09,3046.51,128.49,0.938,2.5,6.6,0.0,239.69,70.6,early,0
F01188,M046,2828.06,2.36,2820.59,14.14,0.997,3.1,16.1,0.0,289.97,83.5,late,0
F01189,M089,1833.71,3.64,583.21,1136.21,0.318,116.3,2.1,0.246,124.89,73.1,mid,1
F01190,M165,3550.43,3.86,2963.03,0.0,0.835,80.8,7.6,0.0,206.59,84.7,early,0
F01191,M152,2377.98,3.39,2206.35,0.0,0.928,37.6,1.7,0.0,551.11,62.7,early,0
F01192,M043,892.44,4.31,688.89,85.21,0.772,22.2,6.2,0.0,276.58,78.9,late,0
F01193,M012,2307.91,3.73,1937.31,144.56,0.839,10.4,24.3,0.0,437.6,70.8,early,0
F01194,M154,2379.5,2.91,1108.08,723.82,0.466,20.2,25.0,0.163,533.46,74.4,early,1
F01195,M077,1745.41,3.55,1182.27,986.12,0.677,10.3,2.6,0.276,548.97,73.0,late,1
F01196,M184,2440.7,3.0,2406.77,137.15,0.986,43.2,10.1,0.0,1184.21,57.6,late,0
F01197,M096,2981.45,4.23,2362.25,575.71,0.792,27.9,12.6,0.179,835.69,72.5,mid,1
F01198,M132,1507.53,2.68,927.87,276.57,0.615,84.6,10.4,0.079,1330.35,54.4,late,1
F01199,M194,3029.46,6.15,2970.94,64.88,0.981,68.5,18.7,0.0,243.76,56.9,late,0
F01200,M142,1151.67,2.24,1027.23,302.57,0.892,32.9,13.4,0.245,997.64,90.2,mid,1
F01201,M045,1520.94,3.87,966.53,511.11,0.635,7.9,1.0,0.303,533.79,40.2,late,1
F01202,M125,1504.03,2.92,1504.03,147.92,1.0,47.2,24.4,0.0,490.4,35.5,late,0
F01203,M169,1476.15,2.62,1448.55,17.61,0.981,15.4,28.4,0.0,218.92,87.8,mid,0
F01204,M175,2586.47,4.64,2586.47,0.0,1.0,5.3,8.5,0.0,678.29,72.8,early,0
F01205,M050,2159.29,2.63,1607.98,915.9,0.745,36.3,18.3,0.278,3325.98,59.8,early,1
F01206,M159,1907.33,3.7,1697.66,235.12,0.89,29.4,6.6,0.0,494.79,66.6,late,0
F01207,M142,1941.16,3.91,1787.99,286.82,0.921,6.3,3.1,0.0,266.01,67.8,early,0
F01208,M142,2611.73,3.67,2272.6,716.76,0.87,6.3,28.3,0.174,152.58,86.9,early,1
F01209,M122,1767.77,4.07,1767.77,12.23,1.0,49.7,4.4,0.0,92.66,83.7,mid,0
F01210,M055,1550.94,3.71,1279.2,427.08,0.825,1.0,11.8,0.142,608.54,58.1,mid,1
F01211,M016,1884.04,3.83,1053.76,649.1,0.559,93.4,13.6,0.063,1144.41,73.0,mid,1
F01212,M167,1764.79,3.82,1764.79,47.36,1.0,12.6,33.0,0.0,274.13,69.4,mid,0
F01213,M017,1379.33,4.16,879.2,582.22,0.637,12.8,69.3,0.103,253.06,70.1,early,1
F01214,M198,1874.33,3.07,1846.19,186.97,0.985,4.6,73.8,0.0,941.14,72.3,mid,0
F01215,M092,2433.5,3.91,2357.18,27.91,0.969,61.3,3.8,0.0,148.7,33.8,early,0
F01216,M024,2551.63,4.41,342.58,1271.95,0.134,79.2,1.0,0.147,115.42,67.0,late,1
F01217,M135,2466.48,3.49,2466.48,219.95,1.0,23.0,1.0,0.0,116.14,67.5,early,0
F01218,M184,2916.64,4.01,2194.13,582.91,0.752,3.8,28.6,0.297,79.86,63.3,late,1
F01219,M055,500.0,3.41,500.0,12.99,1.0,40.3,84.7,0.0,1106.38,46.0,mid,0
F01220,M022,2200.0,3.71,2131.52,175.39,0.969,25.0,6.8,0.0,515.38,100.0,late,0
F01221,M177,1515.58,3.11,1391.75,197.89,0.918,43.6,21.3,0.0,770.05,59.8,late,0
F01222,M069,3307.7,2.98,3307.7,190.27,1.0,8.5,7.2,0.0,312.06,57.0,mid,0
F01223,M075,1446.16,3.95,1564.09,599.55,1.082,22.8,3.8,0.232,1032.18,70.9,early,1
F01224,M115,2757.7,3.48,1469.59,355.87,0.533,27.7,7.5,0.166,105.89,95.8,late,1
F01225,M141,3197.26,3.01,3197.26,568.95,1.0,11.9,1.0,0.0,3.25,69.8,mid,0
F01226,M064,1611.52,4.69,1611.52,18.71,1.0,1.8,15.5,0.0,88.66,5.9,mid,0
F01227,M197,2632.36,2.09,2430.51,7.45,0.923,14.3,15.1,0.0,1146.06,76.5,mid,0
F01228,M170,1469.91,3.13,1229.89,21.7,0.837,11.6,3.5,0.0,1206.43,59.2,mid,0
F01229,M113,2104.41,3.36,438.26,645.17,0.208,40.9,21.4,0.087,414.97,100.0,mid,1
F01230,M082,1084.16,2.96,981.3,5.69,0.905,1.0,1.0,0.0,199.24,45.2,mid,0
F01231,M151,1193.56,3.37,1069.2,0.0,0.896,15.4,2.5,0.0,1493.59,87.3,early,0
F01232,M026,2180.88,2.89,1803.06,233.03,0.827,41.9,8.7,0.0,284.55,36.9,late,0
F01233,M125,2210.16,4.28,1715.22,76.09,0.776,2.6,23.8,0.0,534.42,79.8,late,0
F01234,M128,1111.43,4.59,998.98,114.9,0.899,2.9,2.6,0.0,135.54,84.4,early,0
F01235,M149,1996.21,2.81,1996.21,187.97,1.0,11.6,19.5,0.0,64.46,68.8,late,0
F01236,M175,1808.42,4.11,1541.45,38.61,0.852,10.3,4.3,0.0,853.63,58.3,late,0
F01237,M097,1304.44,3.3,1088.69,128.72,0.835,11.6,32.5,0.0,477.99,75.9,late,0
F01238,M067,3663.3,4.33,3663.3,168.09,1.0,4.3,30.0,0.0,184.5,72.3,early,0
F01239,M191,3986.49,4.68,3819.03,393.89,0.958,4.7,35.5,0.0,1572.55,96.8,late,0
F01240,M195,873.5,3.07,779.94,60.33,0.893,42.7,3.3,0.0,51.31,72.6,mid,0
F01241,M100,1438.26,4.07,1226.45,88.24,0.853,15.3,7.4,0.0,386.1,62.6,early,0
F01242,M040,1726.23,3.8,1376.78,237.18,0.798,1.7,13.5,0.0,245.76,91.6,mid,0
F01243,M120,2901.09,4.18,1953.46,517.1,0.673,36.8,3.1,0.17,411.1,100.0,mid,1
F01244,M170,2249.15,2.13,2249.15,277.28,1.0,15.0,40.1,0.0,1028.09,66.5,mid,0
F01245,M008,1441.05,2.84,1381.06,84.9,0.958,5.7,11.0,0.0,232.42,25.8,early,0
F01246,M116,1558.62,3.96,1493.79,0.0,0.958,1.6,12.5,0.0,145.66,81.1,mid,0
F01247,M144,1648.81,2.39,1498.72,208.23,0.909,1.5,5.8,0.0,879.14,96.7,late,0
F01248,M105,1641.04,4.43,1449.85,195.09,0.883,12.1,1.0,0.0,388.2,53.9,late,0
F01249,M007,3617.4,4.4,3617.4,0.0,1.0,14.3,4.1,0.0,228.47,100.0,early,0
F01250,M138,2672.13,3.75,1350.22,1166.88,0.505,23.8,3.3,0.149,840.35,66.8,early,1
F01251,M143,1834.72,3.28,981.84,566.14,0.535,60.0,39.9,0.21,49.74,56.6,late,1
F01252,M151,2072.25,2.95,2072.25,228.62,1.0,6.8,9.0,0.0,143.25,81.4,mid,0
F01253,M091,1982.76,2.52,1542.87,303.92,0.778,52.2,4.8,0.0,225.27,52.7,late,0
F01254,M013,2308.38,5.05,2021.57,151.93,0.876,120.0,5.1,0.0,52.75,79.3,late,0
F01255,M039,1451.14,3.23,1316.23,178.43,0.907,20.3,12.3,0.0,412.14,92.7,early,0
F01256,M056,2968.81,4.19,2770.87,252.6,0.933,28.0,14.1,0.0,139.98,85.1,early,0
F01257,M134,2375.48,3.78,1645.48,462.11,0.693,94.9,1.4,0.361,42.05,63.9,early,1
F01258,M009,2460.04,3.79,2460.04,0.0,1.0,25.1,1.6,0.0,942.06,98.5,late,0
F01259,M108,2092.58,3.86,1906.09,203.71,0.911,7.7,41.4,0.0,401.46,80.9,mid,0
F01260,M162,1826.74,4.12,1619.45,76.16,0.887,1.4,1.0,0.0,678.14,96.3,late,0
F01261,M077,2142.24,4.16,997.74,525.56,0.466,28.1,34.0,0.158,2386.89,89.8,early,1
F01262,M042,2236.49,3.33,2144.23,44.31,0.959,17.0,6.3,0.0,304.66,50.3,late,0
F01263,M089,1525.11,4.07,1109.14,85.6,0.727,18.0,44.9,0.0,624.25,68.8,early,0
F01264,M200,1617.15,2.99,634.76,831.84,0.393,26.9,99.1,0.266,89.67,74.6,late,1
F01265,M080,1875.67,2.73,1648.83,100.72,0.879,3.7,12.1,0.0,787.08,100.0,early,0
F01266,M085,1156.72,4.19,710.63,264.01,0.614,56.4,3.7,0.252,572.77,55.7,late,1
F01267,M096,2740.55,4.21,3538.79,907.69,1.291,1.0,7.7,0.348,138.72,58.0,mid,1
F01268,M099,1820.1,4.68,1074.43,1004.63,0.59,23.9,11.6,0.199,24.05,67.1,mid,1
F01269,M049,1819.44,2.76,818.89,686.71,0.45,59.5,23.0,0.178,289.64,60.6,late,1
F01270,M167,1086.24,2.6,1086.24,188.78,1.0,83.4,18.6,0.0,1303.18,74.7,late,0
F01271,M149,1740.09,2.49,1740.09,123.56,1.0,2.2,12.2,0.0,391.83,99.0,late,0
F01272,M134,2477.4,3.06,2314.64,0.0,0.934,4.3,6.1,0.0,264.92,34.2,late,0
F01273,M094,2072.42,4.58,1819.39,8.01,0.878,28.4,1.4,0.0,237.5,67.7,mid,0
F01274,M183,1705.35,3.25,1705.35,9.74,1.0,34.5,1.2,0.0,1757.1,59.4,mid,0
F01275,M040,1435.94,3.61,1435.94,0.0,1.0,7.2,13.9,0.0,259.41,89.6,mid,0
F01276,M091,1658.63,3.64,852.54,988.6,0.514,3.5,23.2,0.041,74.37,87.8,early,1
F01277,M082,2813.3,3.46,2851.33,558.94,1.014,48.3,34.5,0.169,557.15,80.7,mid,1
F01278,M073,1603.34,2.49,303.67,649.91,0.189,67.6,16.8,0.117,250.48,100.0,early,1
F01279,M015,1148.77,3.94,1148.77,67.9,1.0,61.1,8.0,0.0,480.65,85.5,early,0
F01280,M003,500.0,4.07,95.52,187.92,0.191,5.1,1.3,0.318,1176.1,74.4,early,1
F01281,M040,3042.81,1.37,2060.19,2018.36,0.677,16.6,1.7,0.197,328.95,81.6,early,1
F01282,M112,844.16,3.73,758.78,62.67,0.899,8.6,5.4,0.0,39.56,98.4,mid,0
F01283,M085,1063.7,4.51,940.91,8.72,0.885,9.1,1.0,0.0,182.83,71.7,early,0
F01284,M021,3024.89,5.09,3024.89,0.0,1.0,6.5,13.9,0.0,298.96,74.1,mid,0
F01285,M061,1555.53,2.9,1225.86,122.3,0.788,7.9,3.4,0.0,22.88,61.4,early,0
