transaction_id,grade,purchase_price_per_kg,sale_price_per_kg,quantity_kg,time_difference_days,price_markup_ratio,merchant_experience_years,market_volatility,season,floor_location,hour_of_day,is_fraud
TXN002491,B1,1.11,1.33,540.38,5.85,1.206,4.7,0.199,peak,bulawayo,12,0
TXN002492,L3,3.05,3.65,197.41,7.37,1.195,4.6,0.12,peak,mutare,17,0
TXN002493,A3,4.29,4.85,50.0,10.73,1.132,0.5,0.167,peak,chinhoyi,9,0
TXN002494,H3,1.31,1.39,1072.58,9.43,1.057,3.8,0.095,off_peak,mutare,9,0
TXN002495,A1,5.51,6.38,1113.21,10.37,1.159,11.9,0.158,peak,bulawayo,11,0
TXN002496,L5,2.27,2.69,1214.2,12.26,1.187,37.5,0.195,off_peak,harare,11,0
TXN002497,B2,0.58,0.66,281.5,4.24,1.135,8.8,0.193,off_peak,chinhoyi,8,0
TXN002498,T2,2.63,2.82,136.17,8.97,1.071,4.4,0.194,peak,bulawayo,5,0
TXN002499,X5,1.82,1.87,265.49,6.61,1.032,2.9,0.121,peak,chinhoyi,12,0
TXN002500,T1,2.4,2.85,602.5,8.24,1.189,0.3,0.151,off_peak,gweru,23,0
TXN002501,H3,0.66,1.92,340.34,1.85,2.902,6.5,0.187,peak,mutare,12,1
TXN002502,H2,1.6,3.45,29.46,1.03,2.149,0.3,0.106,off_peak,chinhoyi,13,1
TXN002503,X1,3.08,3.63,1060.41,3.52,1.178,0.5,0.175,peak,gweru,13,0
TXN002504,L3,3.58,7.29,49.75,1.45,2.032,2.8,0.204,peak,gweru,15,1
TXN002505,B1,1.88,2.05,359.62,8.58,1.089,10.4,0.224,peak,harare,9,0
TXN002506,X1,3.15,4.14,144.0,12.05,1.315,6.7,0.242,off_peak,harare,21,0
TXN002507,T3,1.78,2.05,578.46,4.41,1.151,4.6,0.043,off_peak,mutare,8,0
TXN002508,X4,2.27,2.84,506.82,8.04,1.25,2.4,0.167,peak,mutare,16,0
TXN002509,C1,2.11,2.35,116.77,9.33,1.116,1.3,0.11,peak,harare,12,0
TXN002510,L5,2.58,2.96,842.82,4.27,1.146,1.3,0.149,off_peak,harare,12,0
TXN002511,C1,1.38,2.23,141.71,3.49,1.618,3.5,0.105,peak,bulawayo,17,1
TXN002512,X3,2.16,2.41,129.63,0.1,1.117,4.1,0.161,peak,chinhoyi,14,0
TXN002513,T3,1.65,1.87,925.63,10.1,1.131,4.8,0.052,off_peak,bulawayo,16,0
TXN002514,A2,4.13,4.34,396.49,8.81,1.051,1.2,0.189,off_peak,mutare,16,0
TXN002515,T1,2.83,3.58,173.01,9.13,1.268,14.6,0.176,peak,bulawayo,13,0
TXN002516,X4,2.23,2.7,1305.07,10.96,1.214,2.3,0.168,off_peak,chinhoyi,11,0
TXN002517,B2,0.69,0.78,78.3,6.61,1.131,5.1,0.111,peak,harare,11,0
TXN002518,A3,3.75,4.53,1126.11,8.27,1.209,9.8,0.111,peak,bulawayo,12,0
TXN002519,X5,1.59,1.56,374.52,3.86,0.977,2.6,0.147,off_peak,chinhoyi,11,0
TXN002520,H1,1.63,1.58,1755.44,6.02,0.971,3.9,0.113,peak,mutare,15,0
TXN002521,L1,4.41,4.92,220.55,5.58,1.117,6.2,0.181,peak,mutare,12,0
TXN002522,T3,2.27,2.18,50.0,6.12,0.96,2.0,0.196,peak,gweru,3,0
TXN002523,B2,0.9,0.9,54.97,13.68,1.001,30.7,0.149,off_peak,gweru,10,0
TXN002524,X4,2.17,2.71,63.33,13.01,1.248,21.1,0.103,peak,chinhoyi,12,0
TXN002525,A2,2.61,7.37,135.13,2.18,2.824,2.5,0.177,peak,mutare,9,1
TXN002526,L2,4.12,4.64,50.0,10.49,1.126,3.4,0.098,peak,harare,10,0
TXN002527,T3,1.98,2.51,331.3,8.44,1.27,13.7,0.23,off_peak,gweru,15,0
TXN002528,T1,2.96,3.52,556.63,8.71,1.188,6.1,0.184,off_peak,mutare,9,0
TXN002529,X2,2.37,2.15,294.05,8.49,0.905,3.2,0.083,peak,mutare,12,0
TXN002530,X1,3.28,3.86,260.99,9.8,1.177,7.0,0.182,peak,gweru,11,0
TXN002531,T2,1.31,3.77,52.7,1.45,2.869,1.8,0.11,off_peak,mutare,10,1
TXN002532,L2,3.37,4.11,392.93,8.52,1.217,3.2,0.101,off_peak,chinhoyi,19,0
TXN002533,A2,4.64,5.04,3189.24,4.8,1.087,16.5,0.184,off_peak,chinhoyi,14,0
TXN002534,X1,3.74,4.29,460.91,7.22,1.147,4.2,0.123,off_peak,harare,13,0
TXN002535,X2,3.14,3.8,344.26,3.11,1.213,3.9,0.203,off_peak,bulawayo,17,0
TXN002536,A1,5.27,6.88,1373.71,9.11,1.306,0.6,0.128,peak,harare,11,0
TXN002537,T1,2.99,4.57,677.34,1.3,1.532,9.5,0.098,peak,harare,14,1
TXN002538,B1,1.67,1.83,50.0,13.91,1.091,10.1,0.159,peak,mutare,11,0
TXN002539,X5,1.45,1.45,885.82,2.63,0.998,6.3,0.205,off_peak,harare,13,0
TXN002540,H2,1.03,1.81,134.59,5.87,1.748,2.8,0.092,peak,mutare,6,1
TXN002541,T1,2.76,3.22,272.5,4.04,1.163,10.4,0.124,off_peak,chinhoyi,13,0
TXN002542,L4,3.35,3.49,546.06,5.49,1.042,16.4,0.156,off_peak,bulawayo,5,0
TXN002543,A1,5.41,6.15,674.58,8.75,1.135,6.4,0.204,off_peak,gweru,9,0
TXN002544,X5,1.22,1.55,50.0,7.11,1.27,1.1,0.129,off_peak,gweru,15,0
TXN002545,X5,1.65,1.81,233.69,5.28,1.096,7.4,0.144,peak,mutare,14,0
TXN002546,X5,1.45,1.76,451.62,4.71,1.209,6.8,0.141,peak,gweru,9,0
TXN002547,A1,5.2,6.58,372.95,11.47,1.266,3.2,0.146,off_peak,gweru,14,0
TXN002548,A1,5.19,6.8,1104.2,7.18,1.31,0.3,0.188,off_peak,harare,15,0
TXN002549,X3,2.66,2.95,666.22,5.74,1.109,10.3,0.159,off_peak,mutare,21,0
TXN002550,H1,2.12,2.75,538.73,4.72,1.299,4.5,0.163,off_peak,mutare,12,0
TXN002551,L1,4.36,4.56,488.99,7.61,1.045,9.0,0.165,off_peak,gweru,8,0
TXN002552,L4,2.86,2.98,544.62,6.55,1.044,4.0,0.069,peak,harare,9,0
TXN002553,L4,2.85,3.3,1901.51,6.78,1.159,0.9,0.076,off_peak,harare,11,0
TXN002554,C2,1.73,2.62,140.92,3.45,1.513,11.6,0.186,peak,gweru,12,1
TXN002555,L1,4.38,5.22,92.6,10.82,1.19,0.4,0.157,peak,bulawayo,14,0
TXN002556,H1,1.76,1.98,953.99,11.76,1.129,3.5,0.241,off_peak,harare,16,0
TXN002557,T3,2.03,2.48,365.59,9.24,1.221,1.1,0.193,off_peak,bulawayo,10,0
TXN002558,T1,2.61,2.62,122.03,4.05,1.004,4.9,0.152,peak,gweru,11,0
TXN002559,L1,4.72,5.52,883.51,11.75,1.171,0.1,0.115,peak,harare,13,0
TXN002560,X2,2.93,3.29,435.1,4.63,1.123,1.0,0.15,off_peak,mutare,12,0
TXN002561,A1,5.09,5.1,240.5,8.84,1.001,7.3,0.144,off_peak,harare,9,0
TXN002562,L3,3.75,4.49,94.13,9.34,1.195,0.3,0.137,peak,harare,8,0
TXN002563,T3,2.67,2.81,50.0,8.08,1.051,0.8,0.109,off_peak,bulawayo,6,0
TXN002564,A1,5.31,5.28,50.0,7.69,0.994,0.3,0.181,peak,mutare,8,0
TXN002565,L4,2.26,3.47,22.98,2.33,1.532,0.1,0.257,off_peak,gweru,15,1
TXN002566,X5,1.48,1.84,811.16,8.56,1.243,0.7,0.107,off_peak,harare,17,0
TXN002567,X2,2.33,2.6,50.0,3.35,1.119,0.4,0.187,peak,gweru,8,0
TXN002568,H1,2.0,2.24,744.95,11.5,1.12,13.0,0.071,peak,harare,10,0
TXN002569,H1,1.87,2.39,1117.64,1.98,1.276,8.6,0.21,off_peak,gweru,12,0
TXN002570,C1,1.72,1.94,87.21,3.34,1.13,1.5,0.171,off_peak,mutare,16,0
TXN002571,H1,1.02,3.11,36.76,2.34,3.048,1.4,0.236,off_peak,harare,22,1
TXN002572,L1,4.66,5.36,677.44,7.19,1.151,1.8,0.145,peak,chinhoyi,13,0
TXN002573,A3,2.94,5.03,191.06,7.22,1.714,14.8,0.328,peak,mutare,11,1
TXN002574,B1,1.41,1.53,117.68,1.98,1.09,5.8,0.147,peak,gweru,11,0
TXN002575,C1,2.02,2.25,676.61,6.49,1.115,0.1,0.084,off_peak,chinhoyi,16,0
TXN002576,L2,4.14,5.51,50.0,12.19,1.333,11.7,0.122,peak,harare,13,0
TXN002577,A1,5.14,4.94,265.86,12.62,0.962,19.3,0.184,off_peak,chinhoyi,8,0
TXN002578,H1,1.54,1.99,268.41,3.2,1.291,0.5,0.183,off_peak,harare,8,0
TXN002579,L2,3.8,3.66,368.7,10.37,0.964,2.2,0.062,peak,harare,2,0
TXN002580,T3,1.23,1.19,266.17,2.83,0.967,0.8,0.166,peak,chinhoyi,6,0
TXN002581,X4,2.1,1.92,464.2,4.26,0.916,4.4,0.179,off_peak,harare,16,0
TXN002582,H1,1.73,2.02,417.05,6.16,1.172,13.9,0.225,peak,harare,17,0
TXN002583,X4,2.13,2.43,975.85,7.8,1.141,4.8,0.165,peak,bulawayo,14,0
TXN002584,B1,1.19,1.21,236.61,3.66,1.021,3.4,0.179,off_peak,chinhoyi,12,0
TXN002585,L4,3.28,3.87,50.0,4.11,1.182,1.6,0.065,off_peak,chinhoyi,14,0
TXN002586,A3,4.41,4.83,50.0,6.58,1.093,1.6,0.17,peak,bulawayo,8,0
TXN002587,T1,2.81,3.73,172.86,4.32,1.328,6.7,0.122,off_peak,gweru,13,0
TXN002588,L1,4.68,6.19,590.28,10.24,1.321,1.9,0.125,off_peak,harare,11,0
TXN002589,B1,1.05,1.29,58.25,7.64,1.234,0.3,0.135,off_peak,gweru,17,0
TXN002590,X1,2.89,3.7,397.94,6.78,1.281,8.1,0.155,off_peak,bulawayo,10,0
TXN002591,T2,2.42,4.39,214.59,0.62,1.812,2.0,0.097,off_peak,gweru,16,1
TXN002592,L5,2.61,2.78,191.21,3.82,1.064,16.3,0.207,off_peak,bulawayo,12,0
TXN002593,H3,1.81,1.97,601.62,4.83,1.09,1.8,0.233,off_peak,gweru,7,0
TXN002594,X3,2.56,3.22,603.63,7.07,1.259,0.3,0.215,off_peak,bulawayo,17,0
TXN002595,A1,5.25,6.73,393.43,1.01,1.282,6.1,0.08,peak,mutare,19,0
TXN002596,X1,2.0,3.34,88.5,1.21,1.668,0.8,0.096,peak,bulawayo,12,1
TXN002597,H2,1.83,2.21,534.22,5.46,1.213,4.8,0.203,peak,harare,9,0
TXN002598,X2,2.56,2.85,1048.04,11.22,1.111,0.1,0.092,peak,mutare,7,0
TXN002599,A2,3.07,5.97,133.35,5.96,1.949,0.6,0.069,peak,chinhoyi,16,1
TXN002600,L1,4.58,5.43,219.86,11.26,1.186,0.2,0.132,off_peak,chinhoyi,11,0
TXN002601,C1,1.64,2.06,435.89,8.71,1.259,10.8,0.103,peak,chinhoyi,14,0
TXN002602,L5,3.04,3.17,176.08,9.33,1.04,2.5,0.155,off_peak,gweru,7,0
TXN002603,H1,1.75,2.15,50.0,10.08,1.231,1.7,0.294,off_peak,chinhoyi,12,0
TXN002604,T3,1.0,2.45,21.33,3.9,2.456,0.6,0.202,off_peak,bulawayo,17,1
TXN002605,C2,1.85,1.8,350.38,10.81,0.971,2.4,0.189,peak,chinhoyi,11,0
TXN002606,H2,1.23,1.47,688.1,5.58,1.203,0.1,0.129,peak,gweru,11,0
TXN002607,X5,1.63,2.12,328.46,12.72,1.3,0.2,0.129,off_peak,mutare,23,0
TXN002608,H1,1.65,2.09,50.0,6.5,1.266,2.9,0.136,off_peak,chinhoyi,10,0
TXN002609,H2,2.03,2.2,162.85,6.37,1.079,1.3,0.17,peak,gweru,11,0
TXN002610,X3,1.93,2.06,160.66,7.26,1.068,1.7,0.01,off_peak,chinhoyi,11,0
TXN002611,A3,3.96,4.46,382.58,0.19,1.127,15.9,0.104,off_peak,mutare,15,0
TXN002612,T2,2.25,2.35,1029.1,0.1,1.042,1.4,0.151,peak,bulawayo,14,0
TXN002613,X1,3.24,3.96,50.0,6.9,1.225,7.6,0.114,peak,bulawayo,8,0
TXN002614,T2,2.53,2.73,50.0,9.58,1.081,0.5,0.124,peak,mutare,10,0
TXN002615,X3,1.32,1.63,183.48,4.44,1.234,0.5,0.137,peak,chinhoyi,10,0
TXN002616,L5,2.07,2.53,613.08,10.45,1.222,1.2,0.11,off_peak,chinhoyi,17,0
TXN002617,B1,1.43,1.86,644.78,7.5,1.298,16.0,0.245,peak,gweru,11,0
TXN002618,H3,1.47,1.55,858.97,3.82,1.054,6.0,0.197,peak,mutare,19,0
TXN002619,H3,0.56,1.55,364.55,3.11,2.771,6.3,0.231,off_peak,chinhoyi,15,1
TXN002620,L3,3.37,3.91,556.28,4.31,1.161,5.7,0.202,peak,mutare,12,0
TXN002621,L4,2.05,3.51,101.43,4.95,1.71,1.1,0.063,off_peak,mutare,11,1
TXN002622,B2,0.57,0.72,1563.71,7.96,1.271,1.3,0.106,peak,harare,12,0
TXN002623,C1,2.57,2.76,180.45,5.96,1.074,20.0,0.132,off_peak,mutare,7,0
TXN002624,H3,1.51,1.72,349.71,11.02,1.139,4.7,0.184,peak,mutare,12,0
TXN002625,B2,1.22,1.43,50.0,8.37,1.172,3.7,0.079,peak,mutare,9,0
TXN002626,L1,4.47,5.55,601.33,5.42,1.241,4.2,0.254,off_peak,harare,14,0
TXN002627,X3,2.14,3.6,34.12,0.99,1.682,0.6,0.196,peak,bulawayo,11,1
TXN002628,B2,0.67,0.76,70.01,2.74,1.14,0.4,0.195,peak,chinhoyi,18,0
TXN002629,C2,2.29,2.6,587.8,5.94,1.135,6.0,0.097,peak,mutare,0,0
TXN002630,T2,2.43,3.09,65.41,9.08,1.271,2.5,0.114,peak,mutare,16,0
TXN002631,X4,2.1,2.57,1244.85,2.18,1.224,2.7,0.124,off_peak,mutare,12,0
TXN002632,H1,2.29,2.8,802.4,3.69,1.221,9.9,0.112,off_peak,harare,11,0
TXN002633,L3,2.16,3.12,153.13,4.41,1.443,8.0,0.124,peak,bulawayo,11,1
TXN002634,X3,1.4,2.68,70.75,2.95,1.91,4.5,0.13,peak,mutare,10,1
TXN002635,L5,2.53,3.14,173.03,4.61,1.241,0.9,0.156,off_peak,mutare,10,0
TXN002636,X2,2.5,3.32,1190.55,8.49,1.33,6.6,0.129,peak,mutare,6,0
TXN002637,B2,0.63,0.75,579.5,8.84,1.206,3.4,0.173,off_peak,bulawayo,10,0
TXN002638,X4,2.23,2.46,1455.49,1.9,1.105,5.1,0.072,off_peak,mutare,9,0
TXN002639,X3,2.07,2.37,738.29,6.88,1.144,0.7,0.189,peak,bulawayo,10,0
TXN002640,A1,5.19,5.71,50.0,10.26,1.099,5.7,0.197,peak,bulawayo,11,0
TXN002641,L5,2.36,2.84,1225.5,11.75,1.203,8.8,0.191,off_peak,bulawayo,11,0
TXN002642,X5,0.89,1.62,91.97,3.85,1.826,1.5,0.078,off_peak,bulawayo,6,1
TXN002643,B2,0.75,1.3,36.53,0.83,1.73,2.6,0.116,off_peak,gweru,19,1
TXN002644,B2,1.41,2.85,104.15,1.3,2.021,8.6,0.141,off_peak,chinhoyi,13,1
TXN002645,X5,1.53,1.83,135.75,8.99,1.199,7.6,0.111,off_peak,harare,10,0
TXN002646,H3,1.41,1.54,831.23,2.9,1.095,14.8,0.12,peak,chinhoyi,15,0
TXN002647,X3,1.84,2.06,627.83,4.76,1.12,2.6,0.109,peak,bulawayo,7,0
TXN002648,X2,2.83,3.14,221.36,6.1,1.112,2.5,0.196,off_peak,bulawayo,10,0
TXN002649,T3,2.26,3.02,50.0,6.81,1.339,3.4,0.098,off_peak,gweru,7,0
TXN002650,X1,1.78,4.73,148.32,2.41,2.656,1.1,0.217,peak,chinhoyi,14,1
TXN002651,X3,2.53,2.59,1159.03,3.63,1.025,6.9,0.198,off_peak,bulawayo,9,0
TXN002652,L1,4.68,4.94,384.29,7.25,1.055,1.3,0.094,peak,harare,8,0
TXN002653,B1,1.49,1.39,99.77,4.15,0.931,1.6,0.191,off_peak,harare,11,0
TXN002654,X3,1.82,2.42,532.26,2.23,1.334,13.1,0.103,off_peak,gweru,15,0
TXN002655,L5,3.11,3.84,84.13,5.96,1.236,1.0,0.125,off_peak,bulawayo,11,0
TXN002656,L5,2.58,2.65,681.57,3.1,1.025,4.4,0.254,off_peak,gweru,16,0
TXN002657,X4,2.15,1.86,737.92,0.26,0.866,2.2,0.119,peak,mutare,12,0
TXN002658,T2,2.64,3.17,459.23,12.22,1.203,10.3,0.133,off_peak,gweru,10,0
TXN002659,L4,2.57,3.08,64.58,6.31,1.199,8.2,0.1,off_peak,gweru,12,0
TXN002660,B1,1.09,1.12,200.19,4.59,1.03,0.2,0.146,off_peak,harare,21,0
TXN002661,H3,1.35,1.61,520.21,4.48,1.191,3.8,0.165,peak,bulawayo,22,0
TXN002662,A3,4.63,5.48,1374.49,7.33,1.185,2.5,0.157,off_peak,gweru,11,0
TXN002663,B2,0.94,1.03,1141.53,7.62,1.088,7.5,0.133,off_peak,mutare,12,0
TXN002664,L2,3.71,4.49,99.53,10.12,1.209,3.6,0.1,peak,mutare,10,0
TXN002665,X2,3.42,3.81,5820.38,8.35,1.115,1.2,0.171,off_peak,bulawayo,11,0
TXN002666,H1,1.9,2.22,247.45,7.37,1.169,4.0,0.174,off_peak,bulawayo,6,0
TXN002667,H2,1.32,1.32,1485.15,6.19,1.004,10.7,0.128,peak,harare,16,0
TXN002668,X4,1.42,1.64,50.0,11.38,1.151,3.8,0.146,peak,mutare,6,0
TXN002669,L2,3.99,8.31,30.55,0.64,2.085,0.1,0.198,peak,mutare,11,1
TXN002670,X5,1.83,2.09,568.73,2.96,1.142,5.6,0.127,peak,chinhoyi,17,0
TXN002671,A3,3.01,4.61,109.19,5.89,1.534,2.9,0.021,peak,gweru,16,1
TXN002672,L1,5.46,6.68,251.46,6.71,1.223,13.5,0.164,off_peak,bulawayo,13,0
TXN002673,A3,4.12,4.62,56.18,6.46,1.121,3.0,0.135,off_peak,gweru,19,0
TXN002674,X2,2.57,2.57,71.33,1.33,1.0,3.5,0.124,off_peak,chinhoyi,22,0
TXN002675,X2,1.03,1.73,20.0,2.51,1.68,15.9,0.072,peak,mutare,10,1
TXN002676,A3,2.86,4.78,258.01,1.95,1.67,2.3,0.083,off_peak,harare,6,1
TXN002677,L5,3.05,3.42,1022.56,6.89,1.12,3.3,0.256,off_peak,chinhoyi,8,0
TXN002678,L1,4.49,5.08,50.0,6.65,1.13,1.2,0.085,off_peak,chinhoyi,12,0
TXN002679,X2,3.17,3.38,265.51,8.01,1.066,5.0,0.184,peak,mutare,12,0
TXN002680,L3,3.51,3.99,50.0,8.54,1.138,2.7,0.116,off_peak,harare,7,0
TXN002681,L3,2.34,3.56,40.84,2.36,1.52,20.7,0.193,off_peak,gweru,15,1
TXN002682,L4,2.67,3.01,214.91,0.93,1.126,2.0,0.238,peak,chinhoyi,7,0
TXN002683,A3,4.37,4.36,302.84,7.57,0.997,0.1,0.135,off_peak,bulawayo,9,0
TXN002684,T3,1.8,2.17,510.89,9.2,1.206,0.5,0.121,peak,harare,8,0
TXN002685,A2,5.22,6.67,735.77,6.55,1.278,6.3,0.195,peak,bulawayo,8,0
TXN002686,L3,3.11,3.6,453.22,9.96,1.158,2.8,0.225,peak,harare,10,0
TXN002687,X4,1.8,2.07,96.33,4.68,1.149,1.6,0.149,off_peak,chinhoyi,14,0
TXN002688,C1,2.63,3.05,1084.63,10.79,1.158,20.6,0.185,peak,mutare,19,0
TXN002689,L3,3.68,3.46,446.22,6.23,0.938,1.6,0.135,off_peak,chinhoyi,11,0
TXN002690,X2,2.53,2.86,66.62,6.01,1.134,7.5,0.162,peak,gweru,22,0
TXN002691,B1,0.64,0.84,167.85,7.22,1.304,1.2,0.092,off_peak,harare,7,0
TXN002692,B2,1.33,1.48,576.56,4.79,1.115,1.7,0.244,off_peak,chinhoyi,14,0
TXN002693,T3,1.72,1.91,483.74,9.33,1.11,0.9,0.174,peak,chinhoyi,10,0
TXN002694,T3,1.66,1.94,50.0,5.68,1.168,2.7,0.126,off_peak,mutare,10,0
TXN002695,X1,3.2,3.09,2541.82,5.03,0.967,0.5,0.068,peak,bulawayo,22,0
TXN002696,T3,1.75,1.93,60.35,7.43,1.102,6.3,0.068,peak,bulawayo,13,0
TXN002697,H3,1.4,1.53,718.06,1.59,1.096,1.2,0.239,peak,harare,10,0
TXN002698,H1,1.6,1.88,256.72,4.85,1.175,2.0,0.079,off_peak,gweru,15,0
TXN002699,L5,2.82,3.17,723.17,5.73,1.124,11.4,0.153,peak,gweru,10,0
TXN002700,H2,1.31,1.57,200.39,11.81,1.199,6.9,0.109,peak,bulawayo,11,0
TXN002701,A2,4.3,5.06,231.16,6.12,1.177,3.2,0.174,peak,harare,22,0
TXN002702,H1,1.9,2.42,1099.21,9.58,1.275,3.7,0.088,off_peak,harare,9,0
TXN002703,A2,2.63,6.65,47.35,0.1,2.528,3.5,0.051,off_peak,mutare,9,1
TXN002704,H1,2.09,2.37,375.9,8.51,1.135,11.3,0.167,peak,mutare,1,0
TXN002705,H2,1.45,1.9,306.88,8.74,1.312,0.4,0.114,off_peak,bulawayo,11,0
TXN002706,L4,2.95,4.42,240.11,4.76,1.499,22.4,0.202,off_peak,gweru,13,1
TXN002707,H2,1.26,1.21,367.9,11.86,0.961,11.6,0.083,peak,bulawayo,11,0
TXN002708,H2,1.68,1.9,324.02,9.95,1.133,21.2,0.156,off_peak,gweru,15,0
TXN002709,C2,1.64,1.85,1632.9,7.35,1.127,2.1,0.133,peak,gweru,19,0
TXN002710,B2,0.62,1.0,39.58,1.94,1.601,5.9,0.087,off_peak,gweru,1,1
TXN002711,X2,2.22,2.65,1822.81,14.72,1.194,2.3,0.125,peak,bulawayo,9,0
TXN002712,T3,1.76,1.92,50.0,5.65,1.094,2.0,0.124,peak,mutare,9,0
TXN002713,L1,4.66,5.64,740.23,6.07,1.21,12.4,0.122,off_peak,harare,11,0
TXN002714,H1,1.7,2.01,312.23,10.02,1.18,1.1,0.216,peak,harare,14,0
TXN002715,A1,4.64,5.42,704.99,3.41,1.168,0.1,0.201,peak,gweru,14,0
TXN002716,X2,2.54,3.12,139.06,5.97,1.23,10.9,0.171,off_peak,harare,9,0
TXN002717,X1,3.67,4.18,814.41,0.1,1.139,3.5,0.158,peak,mutare,10,0
TXN002718,L2,4.64,5.51,84.06,6.08,1.187,8.7,0.091,peak,bulawayo,23,0
TXN002719,B1,1.25,2.59,152.82,1.55,2.079,0.8,0.213,peak,mutare,11,1
TXN002720,L4,2.41,3.23,185.88,11.62,1.34,5.5,0.203,peak,gweru,10,0
TXN002721,C2,2.17,2.7,1625.68,6.14,1.244,0.2,0.119,off_peak,mutare,12,0
TXN002722,H2,1.83,2.41,2043.41,3.22,1.32,6.5,0.112,peak,gweru,16,0
TXN002723,L3,3.64,3.99,219.48,5.81,1.094,1.5,0.124,off_peak,bulawayo,13,0
TXN002724,C1,2.63,3.05,164.69,1.76,1.161,0.8,0.215,off_peak,gweru,16,0
TXN002725,X3,2.07,2.28,239.63,1.69,1.1,18.9,0.013,off_peak,mutare,9,0
TXN002726,A1,5.16,6.29,576.64,4.61,1.219,1.2,0.017,peak,harare,8,0
TXN002727,X2,3.13,3.83,1310.84,9.61,1.225,4.6,0.111,off_peak,chinhoyi,12,0
TXN002728,L4,2.91,3.62,1807.47,9.0,1.242,12.4,0.156,off_peak,bulawayo,16,0
TXN002729,X4,1.91,2.79,154.97,2.92,1.461,0.3,0.178,off_peak,mutare,10,1
TXN002730,T2,2.09,2.33,92.25,7.57,1.113,1.4,0.208,peak,mutare,17,0
TXN002731,X1,3.16,3.7,149.66,12.1,1.171,3.1,0.181,off_peak,gweru,8,0
TXN002732,L1,4.59,5.23,349.39,9.02,1.139,6.5,0.162,peak,gweru,7,0
TXN002733,B1,1.43,1.68,86.34,8.02,1.177,3.8,0.101,off_peak,chinhoyi,8,0
TXN002734,X4,1.64,1.85,545.63,7.48,1.127,2.0,0.237,off_peak,gweru,7,0
TXN002735,L4,1.99,4.07,76.19,1.06,2.045,8.3,0.175,peak,chinhoyi,9,1
TXN002736,H2,1.79,1.98,371.32,2.74,1.104,4.0,0.177,off_peak,bulawayo,0,0
TXN002737,L4,3.07,3.19,729.61,3.14,1.041,0.3,0.253,peak,gweru,10,0
TXN002738,A2,2.92,7.84,411.05,3.95,2.686,1.5,0.141,peak,gweru,19,1
TXN002739,B1,0.77,0.9,567.56,11.7,1.162,12.2,0.17,off_peak,bulawayo,12,0
TXN002740,X5,1.6,2.07,106.37,5.93,1.292,3.1,0.099,peak,mutare,12,0
TXN002741,C1,2.37,2.75,335.62,6.84,1.158,0.5,0.166,off_peak,bulawayo,9,0
TXN002742,C2,1.74,2.05,454.5,6.0,1.179,0.9,0.133,off_peak,gweru,12,0
TXN002743,T3,2.15,2.62,694.51,7.45,1.216,7.2,0.16,off_peak,bulawayo,11,0
TXN002744,X4,2.4,2.72,245.65,6.09,1.132,2.5,0.117,peak,mutare,10,0
TXN002745,A3,4.41,4.77,108.77,6.74,1.083,12.2,0.15,off_peak,harare,13,0
TXN002746,L5,2.99,3.07,1542.27,6.71,1.026,1.6,0.138,peak,gweru,7,0
TXN002747,L4,3.12,4.43,95.03,3.94,1.42,3.4,0.149,peak,harare,14,1
TXN002748,A3,3.86,3.96,247.35,4.14,1.027,1.9,0.139,peak,chinhoyi,8,0
TXN002749,T3,2.12,2.61,50.0,6.37,1.231,5.6,0.151,peak,harare,12,0
TXN002750,X5,1.9,2.08,454.71,4.73,1.094,0.9,0.302,peak,bulawayo,10,0
TXN002751,X3,1.43,1.83,82.79,2.78,1.274,0.9,0.152,peak,gweru,12,0
TXN002752,X1,2.8,3.46,292.45,4.92,1.235,3.9,0.16,peak,gweru,4,0
TXN002753,C1,1.91,2.59,617.81,5.15,1.354,7.0,0.152,peak,gweru,11,0
TXN002754,H3,1.42,1.51,388.11,8.39,1.067,9.4,0.156,peak,harare,10,0
TXN002755,B1,1.15,1.61,140.26,9.91,1.4,4.6,0.151,off_peak,chinhoyi,13,0
TXN002756,L2,4.35,5.9,677.47,2.58,1.358,10.8,0.168,off_peak,bulawayo,11,0
TXN002757,L3,3.97,4.41,1923.66,6.8,1.111,1.6,0.133,peak,mutare,14,0
TXN002758,L3,3.52,4.01,668.36,8.08,1.141,2.5,0.2,off_peak,bulawayo,12,0
TXN002759,L4,3.23,3.8,255.35,4.7,1.177,2.3,0.111,off_peak,bulawayo,10,0
TXN002760,C2,2.1,2.51,335.34,9.39,1.196,2.8,0.2,off_peak,harare,9,0
TXN002761,H2,1.72,2.29,1364.2,4.01,1.326,2.6,0.23,off_peak,chinhoyi,15,0
TXN002762,H3,1.28,1.78,1027.25,4.15,1.386,2.7,0.177,peak,bulawayo,13,0
TXN002763,T2,2.35,2.77,1538.8,14.42,1.179,0.6,0.075,off_peak,chinhoyi,7,0
TXN002764,X5,0.63,1.9,56.16,2.37,2.998,9.3,0.198,peak,gweru,14,1
TXN002765,B2,0.5,1.55,20.0,1.95,3.109,0.1,0.19,off_peak,mutare,19,1
TXN002766,B1,1.58,1.87,185.87,5.54,1.185,0.6,0.105,off_peak,bulawayo,7,0
TXN002767,A2,4.46,7.03,200.91,0.86,1.578,1.6,0.157,peak,gweru,2,1
TXN002768,H2,2.43,2.9,50.0,4.23,1.192,1.6,0.111,peak,chinhoyi,21,0
